sample,harmonic,lsoda_success,cn_success,lsoda_time_s,cn_time_s,current_nrmse,dc_nrmse,global_relative_strength,global_resolved,lockin_relative_strength,lockin_resolved,global_amplitude_relative_error,global_phase_error_rad,lockin_amplitude_nrmse,lockin_phase_rmse_rad,peak_shift_v
4,3,True,True,6.951319735999988,0.10415458400001398,1.3853012250452867e-05,2.666565339438e-07,0.01916811922072239,False,0.06376118658436489,True,6.938632254132742e-05,0.00023262441854310367,0.00022028460095189595,0.0008884826654191921,0.0
4,4,True,True,6.951319735999988,0.10415458400001398,1.3853012250452867e-05,2.666565339438e-07,0.005825916714016806,False,0.025831804679094267,True,0.0005031073548369282,0.000480149883805403,0.0005315613283115139,0.000949299419829649,0.0
4,5,True,True,6.951319735999988,0.10415458400001398,1.3853012250452867e-05,2.666565339438e-07,0.0007265524959361492,False,0.012397328350355837,False,0.004412584199540234,0.001290191517079542,0.0012977502605918028,0.0014428810672522754,0.0
4,6,True,True,6.951319735999988,0.10415458400001398,1.3853012250452867e-05,2.666565339438e-07,0.00031679832565230566,False,0.005859719390956534,False,0.00897759612366701,0.00397150274917446,0.0024599220167411343,0.00919875016180092,0.0
4,7,True,True,6.951319735999988,0.10415458400001398,1.3853012250452867e-05,2.666565339438e-07,0.0003099180892821688,False,0.0032573306159246,False,0.00820179715420812,0.0025309946798599543,0.004533270642881932,0.009465593764009204,0.0
5,1,True,True,10.090767079999978,0.10859884900000338,6.903023914582683e-05,2.0257969361949118e-07,1.0,True,1.0,True,0.00014763724684356734,4.808256938126921e-05,4.718465077973975e-05,5.900240587027997e-05,0.0
5,2,True,True,10.090767079999978,0.10859884900000338,6.903023914582683e-05,2.0257969361949118e-07,0.26779986342777373,True,0.42004419691529543,True,1.1712068746049874e-05,0.0001152805391031464,0.00014008517220531148,0.00029414936550667013,0.0
5,3,True,True,10.090767079999978,0.10859884900000338,6.903023914582683e-05,2.0257969361949118e-07,0.07569435790146294,True,0.2789231105223304,True,0.00022530128066447933,0.0007627021251213062,0.000942708934490906,0.0009221238581937574,0.0
5,4,True,True,10.090767079999978,0.10859884900000338,6.903023914582683e-05,2.0257969361949118e-07,0.009517491668728404,False,0.22380469242627313,True,0.00020538801813953128,0.0008413352269061314,0.001782766587223707,0.0011379541683301344,0.0
5,5,True,True,10.090767079999978,0.10859884900000338,6.903023914582683e-05,2.0257969361949118e-07,0.0015946134028919723,False,0.1416490245264528,True,0.0037081412136049188,0.0025343803568178276,0.0025851241985586047,0.0017263316787707189,0.0
5,6,True,True,10.090767079999978,0.10859884900000338,6.903023914582683e-05,2.0257969361949118e-07,0.00017142641484151842,False,0.09115534613389839,True,0.0013666010749046993,1.0228058065386849e-05,0.003596764566775007,0.0023820346232580987,0.0
5,7,True,True,10.090767079999978,0.10859884900000338,6.903023914582683e-05,2.0257969361949118e-07,1.779050329846027e-05,False,0.06515854360743928,True,0.00843717856782757,0.010644357348509659,0.004716625850565433,0.003973550253514113,0.0
6,1,True,True,5.057148929999983,0.09494064900002286,0.00018703628767684916,4.1676124571923244e-05,1.0,True,1.0,True,0.0001906456447685046,2.516705588512247e-05,0.00015652868220257047,4.133644698201656e-05,0.0
6,2,True,True,5.057148929999983,0.09494064900002286,0.00018703628767684916,4.1676124571923244e-05,0.20532099568719644,True,0.12698637809419774,True,0.00018487191119970016,0.0001700848906804886,0.00016507617958210537,0.003225289081044279,0.0
6,3,True,True,5.057148929999983,0.09494064900002286,0.00018703628767684916,4.1676124571923244e-05,0.13734166793389896,True,0.06674346197682277,True,0.0004897649142410375,0.0003665755334285592,0.0004606450927395183,0.0021820165548395148,0.0
6,4,True,True,5.057148929999983,0.09494064900002286,0.00018703628767684916,4.1676124571923244e-05,0.05746207508353795,True,0.06147032205780102,True,0.0006734531742460751,0.00026032198313326316,0.000611136800811196,0.008375835766751301,0.0
6,5,True,True,5.057148929999983,0.09494064900002286,0.00018703628767684916,4.1676124571923244e-05,0.027029723159537007,True,0.05283467472099219,True,0.0016800460394293987,0.0008628887146269193,0.0008509519044791265,0.014549229629528183,0.0
6,6,True,True,5.057148929999983,0.09494064900002286,0.00018703628767684916,4.1676124571923244e-05,0.016600649107524637,False,0.04829218210582725,True,0.005850663801413635,0.0014543027462043945,0.0010840492673495476,0.07873519514272706,0.0
