dataset_id,parameter,metric,n,spearman_rho,pvalue,interpretation
FT8,k0_3,lockin_valid_fraction,512,0.0,1.0,association_not_causation
FT8,k0_3,score,512,0.014832754045771602,0.7377570948239277,association_not_causation
FT8,G_OH,dc_nrmse,512,0.09933357580595324,0.024593396564930037,association_not_causation
FT8,G_OH,global_amplitude_h1,512,0.155934749831199,0.000397914450035262,association_not_causation
FT8,G_OH,global_amplitude_h2,512,-0.2842607911044735,5.676849612350366e-11,association_not_causation
FT8,G_OH,global_phase_h1,512,0.1356465328561129,0.00209757306523118,association_not_causation
FT8,G_OH,global_phase_h2,512,0.0663990527116879,0.13350485409894713,association_not_causation
FT8,G_OH,lockin_amplitude_h1,512,0.3707479672354402,3.964281565577393e-18,association_not_causation
FT8,G_OH,lockin_amplitude_h2,512,0.5477333995662673,2.0208630452547836e-41,association_not_causation
FT8,G_OH,lockin_peak_shift_h1,512,-0.1275523446496781,0.0038408818539236935,association_not_causation
FT8,G_OH,lockin_peak_shift_h2,512,-0.017908779655372232,0.6860131502298802,association_not_causation
FT8,G_OH,lockin_phase_h1,512,-0.1894432678442682,1.5940667840223396e-05,association_not_causation
FT8,G_OH,lockin_phase_h2,512,-0.22163776664835605,4.063199973366346e-07,association_not_causation
